Postal_Code,Building_Name,Location_Description
730003,3 Marsiling Spring,Level 1 Lift Lobby C
730005,5 Marsiling Spring,Level 1 Lift Lobby B
730022,22 Marsiling Green,Level 1 Lift Lobby C
730023,23 Marsiling Green,Level 1 Lift Lobby C
730024,24 Marsiling Green,Level 1 Lift Lobby C
730025,25 Marsiling Green,Level 1 Lift Lobby E
730027,27 Marsiling Green,Level 1 Lift Lobby A
730028,28 Marsiling Sapphire,Level 1 Lift Lobby B
730030,30 Marsiling Sapphire,Level 1 Lift Lobby B
730032,32 Marsiling Sapphire,Level 1 Lift Lobby A
730034,34 Marsiling Sapphire,Level 1 Lift Lobby C
730035,35 Marsiling Sapphire,Level 1 Lift Lobby B
730036,36 Marsiling Sapphire,Level 1 Lift Lobby B
730037,37 Marsiling Sapphire,Level 1 Lift Lobby B
730006,6 Marsiling Gardens,Level 1 Lift Lobby B
730008,8 Marsiling Gardens,Level 1 Lift Lobby E
730010,10 Marsiling Gardens,Level 1 Lift Lobby A
730012,12 Marsiling Gardens,Level 1 Lift Lobby B
732012,12B Straits Vista @ Marsiling,Level 1 Lift Lobby B
731012,12A Straits Vista @ Marsiling,Level 1 Lift Lobby C
730016,16 Marsiling Gardens,Level 1 Lift Lobby A
730017,17 Marsiling Gardens,Level 1 Lift Lobby A
730019,,Level 1 Lift Lobby B
733180,180C Marsiling Heights,Level 1 Lift Lobby A
730123,,Level 1 Lift Lobby C
730125,,Level 1 Lift Lobby B
730126,,Level 1 Lift Lobby A
730129,,Level 1 Lift Lobby B
730131,,Level 1 Lift Lobby B
730132,,Level 1 Lift Lobby A
730134,,Level 1 Lift Lobby A
730135,,Level 1 Lift Lobby B
730137,,Level 1 Lift Lobby C
730139,,Level 1 Lift Lobby B
730141,,Level 1 Lift Lobby B
730166,,Level 1 Lift Lobby C
730161,,Level 1 Lift Lobby A
730160,,Level 1 Lift Lobby A
730158,,Level 1 Lift Lobby A
730155,,Level 1 Lift Lobby A
730154,,Level 1 Lift Lobby B
730149,,Level 1 Lift Lobby A
730148,,Level 1 Lift Lobby B
730146,,Level 1 Lift Lobby B
730145,,Level 1 Lift Lobby A
730168,,Level 1 Lift Lobby H
730170,,Level 1 Lift Lobby B
730173,,Level 1 Lift Lobby C
730175,,Level 1 Lift Lobby B
730177,,Level 1 Lift Lobby C
730178,,Level 1 Lift Lobby C
730301,,Level 1 Lift Lobby D
730302,,Level 1 Lift Lobby C
730303,,Level 1 Lift Lobby B
730306,,Level 1 Lift Lobby A
730307,,Level 1 Lift Lobby B
730310,,Level 1 Lift Lobby B
730311,,Level 1 Lift Lobby A
730313,,Level 1 Lift Lobby B
730315,,Level 1 Lift Lobby A
730318,,Level 1 Lift Lobby B
730329,,Level 1 Lift Lobby A
730331,,Level 1 Lift Lobby A
730328,,Level 1 Lift Lobby B
730335,,Level 1 Lift Lobby B
730202,202 Marsiling Admiralty Park,Level 1 Lift Lobby A
730204,204 Marsiling Admiralty Park,Level 1 Lift Lobby B
730206,206 Marsiling Admiralty Park,Level 1 Lift Lobby B
730212,,Level 1 Lift Lobby A
730214,,Level 1 Lift Lobby A
730216,,Level 1 Lift Lobby A
730217,,Level 1 Lift Lobby A
99394,"Amara Sanctuary Resort, Sentosa",Level 2 Sanctuary Block Lift Lobby
562596,596B City View @ Cheng San,Level 1 Lift Lobby A
828801,RiverParc Residence,Level 1 Inside Clubhouse (Approach Security Officer)
900050,,Outside Marriage Encounter House
588406,Temasek Club,"Level 2 Inside Multi-Purpose Hall, Court 5"
460067,67 Siglap Lucky Valley,Level 1 Outside Lift Lobby
460069,69 Siglap Lucky Valley,Level 1 Lift Lobby B
460070,70 Siglap Lucky Valley,Level 1 Lift Lobby A
460072,72 Siglap Lucky Valley,Level 1 Near Letterbox
461051,,Level 1 Lift Lobby G
461053,,Level 1 Lift Lobby B
461055,,Level 1 Near Staircase To Lift
461057,,Level 1 Lift Lobby B
461061,,Level 1 Lift Lobby A
460156,156 Siglap East,Level 1 Lift Lobby A
460159,159 Siglap East,Level 1 Lift Lobby A
460161,161 Siglap East,Level 1 Lift Lobby A
460163,163 Siglap East,Level 1 Lift Lobby A
460165,165 Siglap East,Level 1 Lift Lobby B
460167,167 Siglap East,Level 1 Lift Lobby B
460169,169 Siglap East,Level 1 Lift Lobby A
460171,171 Siglap East,Level 1 Lift Lobby A
689859,Mi Casa,Level 1 Inside Security Guardhouse (Approach Security Officer)
689868,Mi Casa,"Level 1 Tower B1 Carpark, Near Notice Board (Approach Security Officer)"
798273,Seletar Country Club,Level 1 Golf Driving Range
778903,Forest Hills Condominium,Level 1 Outside Management Office (Approach Security Officer)
759075,Euphony Gardens,Level 1 Outside Guardhouse (Approach Security Officer)
759160,Northwood,Level 1 Outside Guardhouse (Approach Security Officer)
328742,Parc Haven,Level 1 Guardhouse (Approach Security Officer)
98585,VivoCity,"Level 2 Lobby A, Near SK Jewellery (#02-180/181)"
98585,VivoCity,"Level 2 Lobby D, Near Skechers (#02-25)"
98585,VivoCity,"Level 2 Lobby G, Near Cotton On (#02-40)"
98585,VivoCity,"Level 3 Lobby L, Outside Food Republic (#03-01)"
498833,Tanah Merah Ferry Terminal,Level 1 At Docking Area
737854,Primz Bizhub,Level 1 Primz Bizhub Main Lobby
169608,Singapore General Hospital (Block 3),Level 1 Visitor Lift Lobby
169608,Singapore General Hospital (Block 3),Level B1 Visitor Lift Lobby
169609,National Heart Centre Singapore,Level 7 SGH Rehabilitation Centre
169608,Singapore General Hospital (Block 4),Level 1 Patient Lift Lobby
169608,Singapore General Hospital (Block 5),Level 1 Patient Lift Lobby
169851,Housemen's Canteen,Level 1 Inside Houseman Canteen
169856,Academia,"Level 1 Lift Lobby, Near Reception Counter"
169856,Academia,Level 7 Lift Lobby
169608,MSCP 'H',"Level 1 Carpark H, Lift Lobby"
169608,Singapore General Hospital (Block 6 & 7),Level 1 Patient Lift Lobby
59413,Chinatown Point,Level 21 Outside Vallourec Office
823259,Punggol Topaz,"Level 1 Punggol West Community Centre (Block 259C, Outside Conference Room)"
822256,Punggol Opal,"Level 1 Punggol West Community Centre (Block 256B, Outside Room #01-625)"
689286,Yew Tee Community Building,"Level 5 Limbang Constituency Office, Inside Office Cabinet"
689286,Yew Tee Community Building,"Level 5 Limbang Constituency Office, Inside Office Cabinet"
88995,Kreta Ayer Community Club,Level 1 Inside Constituency Office
88995,Kreta Ayer Community Club,Level 2 At Walkway Next To Lift Lobby
569897,Kebun Baru Community Club,Level 1 Outside Constituency Office
569897,Kebun Baru Community Club,Level 3 Outside Lift Lobby A
757632,Canberra Community Club,Level 1 Beside Constituency Counter
628342,Jurong Districentre,Level 1 Inside Guard House
639597,,Level 1 Inside Guard House
608840,,"Level 1 Lift Lobby, On Security Counter"
129810,EAC Building,Level 1 Inside Guard House
159346,,Level 1 Inside Guard House
468726,Laguna Green,Level 1 Outside Management Office (Approach Security Officer)
469336,Casafina,Level 1 Security Office (Approach Security Officer)
468706,LandBay Condo,Level 1 Security Office (Approach Security Officer)
555854,Cyberhub North,Level 1 Lobby
368356,,Level 1 Loading Bay
368357,,Level 1 Lobby
368360,,Level 1 Lobby
408724,,Level 1 Main Lobby
508918,,Level 1 Reception Counter
768768,Seksun Tech-Point,Level 1 Inside Security Office
769132,The Estuary,"Level 5 Swimming Pool, Outside Male Toilet (Approach Security Officer)"
769137,The Estuary,Level 1 Outside Guardhouse (Approach Security Officer)
99200,Mount Faber Lodge,Level 1 Guardhouse (Approach Security Officer)
98750,The Foresta @ Mount Faber,Level 1 Guardhouse (Approach Security Officer)
127023,Carabelle,Level 1 Inside Guardhouse (Approach Security Officer)
560524,,Level 1 Lift Lobby B
560520,,Level 1 Lift Lobby A
560522,,Level 1 Lift Lobby C
560534,534 Cheng San View,Level 1 Lift Lobby B
560535,535 Cheng San View,Level 1 Lift Lobby B
560537,537 Cheng San View,Level 1 Lift Lobby C
560539,539 Cheng San View,Level 1 Lift Lobby B
560501,501 Cheng San Crest,Level 1 Lift Lobby C
560504,504 Cheng San Crest,Level 1 Lift Lobby B
560507,507 Cheng San Crest,Level 1 Lift Lobby B
560508,508 Cheng San Crest,Level 1 Lift Lobby A
560511,511 Cheng San Crest,Level 1 Lift Lobby C
560512,512 Cheng San Crest,Level 1 Lift Lobby B
564596,596D City View @ Cheng San,Level 1 Lift Lobby C
560570,570 Cheng San Court,Level 1 Lift Lobby C
560573,573 Cheng San Court,Level 1 Lift Lobby C
560575,575 Cheng San Court,Level 1 Lift Lobby B
560578,578 Cheng San Court,Level 1 Lift Lobby B
560585,585 Cheng San Court,Level 1 Lift Lobby B
560586,586 Cheng San Court,Level 1 Lift Lobby B
561591,591A Cheng San Court,Level 1 Lift Lobby C
561590,590A Cheng San Court,Level 1 Lift Lobby C
562588,588B Park Central @ Amk,Level 1 Lift Lobby B
564588,588D Park Central @ Amk,Level 1 Lift Lobby B
560429,429 Chong Boon Heights,Level 1 Lift Lobby C
560427,427 Chong Boon Heights,Level 1 Lift Lobby D
560422,422 Chong Boon View,Level 1 Lift Lobby A
560424,424 Chong Boon View,Level 1 Lift Lobby C
560438,438 Chong Boon Rise,Level 1 Lift Lobby A
560432,432 Chong Boon Rise,Level 1 Lift Lobby B
560435,435 Chong Boon Rise,Level 1 Lift Lobby A
560439,,Level 1 Lift Lobby B
560440,,Level 1 Lift Lobby B
560442,,Level 1 Lift Lobby A
560445,,Level 1 Lift Lobby A
560446,446 Chong Boon Centre,Level 1 Lift Lobby A
560449,449 Chong Boon Centre,Level 1 Lift Lobby A
560451,451 Chong Boon Centre,Level 1 Lift Lobby A
560452,452 Chong Boon Centre,Level 1 Lift Lobby A
563455,455C Teck Ghee ParkView,Level 1 Lift Lobby C
761333,333A Yishun Riverwalk,Level 1 Lift Lobby A
763333,333C Yishun Riverwalk,Level 1 Lift Lobby B
762334,334B Yishun Riverwalk,Level 1 Lift Lobby A
764334,334D Yishun Riverwalk,Level 1 Lift Lobby A
761335,335A Yishun Riverwalk,Level 1 Lift Lobby A
763335,335C Yishun Riverwalk,Level 1 Lift Lobby A
762336,336B Yishun Riverwalk,Level 1 Lift Lobby A
761431,431A Vista Spring @ Yishun,Level 1 Lift Lobby B
762432,432B Vista Spring @ Yishun,Level 1 Lift Lobby B
764432,432D Vista Spring @ Yishun,Level 1 Lift Lobby A
762431,431B Vista Spring @ Yishun,Level 1 Lift Lobby A
761430,430A Orchard Spring @ Yishun,Level 1 Lift Lobby A
761429,429A Orchard Spring @ Yishun,Level 1 Lift Lobby B
763424,424C Orchard Spring @ Yishun,Level 1 Lift Lobby B
761424,424A Orchard Spring @ Yishun,Level 1 Lift Lobby B
760423,,Level 1 Lift Lobby A
760427,,Level 1 Lift Lobby A
760435,,Level 1 Lift Lobby A
760436,436 Yishun Spring,Level 1 Lift Lobby A
760440,,Level 1 Lift Lobby A
762428,428B Floral Spring @ Yishun,Level 1 Lift Lobby A
761426,426A Floral Spring @ Yishun,Level 1 Lift Lobby A
764426,426D Floral Spring @ Yishun,Level 1 Lift Lobby B
750318,,Level 1 Lift Lobby A
750300,,Level 1 Lift Lobby A
750316,,Level 1 Lift Lobby A
750304,,Level 1 Lift Lobby A
750306,,Level 1 Lift Lobby A
750308,,Level 1 Lift Lobby A
750309,,Level 1 Lift Lobby A
750310,,Level 1 Lift Lobby A
750312,,Level 1 Lift Lobby A
760386,,Level 1 Lift Lobby A
760388,,Level 1 Lift Lobby A
760389,,Level 1 Lift Lobby B
760391,,Level 1 Lift Lobby A
760394,,Level 1 Lift Lobby B
760397,,Level 1 Lift Lobby A
760398,,Level 1 Lift Lobby B
760402,,Level 1 Lift Lobby A
760404,,Level 1 Lift Lobby B
760406,,Level 1 Lift Lobby B
760408,,Level 1 Lift Lobby B
760410,,Level 1 Lift Lobby B
752350,,Level 1 Lift Lobby A
751351,,Level 1 Lift Lobby A
754351,,Level 1 Lift Lobby A
751352,,Level 1 Lift Lobby A
753352,,Level 1 Lift Lobby A
752353,,Level 1 Lift Lobby A
752354,,Level 1 Lift Lobby A
754354,,Level 1 Lift Lobby A
751355,,Level 1 Lift Lobby A
760443,443 Jade Spring @ Yishun,Level 1 Lift Lobby A
760446,446 Jade Spring @ Yishun,Level 1 Lift Lobby A
760448,448 Jade Spring @ Yishun,Level 1 Lift Lobby A
760450,450 Jade Spring @ Yishun,Level 1 Lift Lobby A
760452,452 Jade Spring @ Yishun,Level 1 Lift Lobby A
760453,453 Dew Spring @ Yishun,Level 1 Lift Lobby A
760455,455 Dew Spring @ Yishun,Level 1 Lift Lobby A
760457,457 Dew Spring @ Yishun,Level 1 Lift Lobby A
760459,459 Dew Spring @ Yishun,Level 1 Lift Lobby A
320074,74 Whampoa Court,Level 1 Lift Lobby D
320114,114 Whampoa Gardens,Level 1 Lift Lobby A
321112,112 Whampoa Gardens,Level 1 Lift Lobby A
321110,110 Whampoa Gardens,Level 1 Lift Lobby A
320115,115 Whampoa Gardens,Level 1 Lift Lobby A
320028,28 Whampoa Gardens,Level 1 Lift Lobby B
320029,29 Whampoa Neighbourhood Police Post,Level 1 Lift Lobby B
320032,32 Whampoa Gardens,Level 1 Lift Lobby B
320034,34 Whampoa Gardens,Level 1 Lift Lobby B
320020,20 Whampoa Heights,Level 1 Lift Lobby C
320022,22 Whampoa Heights,Level 1 Lift Lobby A
321016,,Level 1 Lift Lobby A
321018,,Level 1 Lift Lobby A
321117,117A Tenteram Peak,Level 1 Lift Lobby A
321116,116A Tenteram Peak,Level 1 Lift Lobby A
320082,82 Whampoa Spring,Level 1 Lift Lobby B
320076,76 Whampoa Spring,Level 1 Lift Lobby C
330022,22 Bendemeer Ville,Level 1 Lift Lobby G
330024,24 Bendemeer Ville,Level 1 Lift Lobby C
330030,30 Bendemeer Ville,Level 1 Lift Lobby A
330032,32 Bendemeer Ville,Level 1 Lift Lobby A
330034,34 Bendemeer Ville,Level 1 Lift Lobby F
330023,23 Bendemeer Ville,Level 1 Lift Lobby A
330006,,Level 1 Lift Lobby A
330004,,Level 1 Lift Lobby B
332010,10B Bendemeer Light,Level 1 Lift Lobby A
333010,10C Bendemeer Light,Level 1 Lift Lobby A
320083,83 Whampoa View,Level 1 Lift Lobby A
320085,85 Whampoa View,Level 1 Lift Lobby C
320093,93 Whampoa View,Level 1 Lift Lobby A
320095,95 Whampoa View,Level 1 Lift Lobby A
320097,97 Whampoa View,Level 1 Lift Lobby C
320098,98 Whampoa View,Level 1 Lift Lobby D
323101,101 Whampoa View,Level 1 Lift Lobby A
321102,102 Rajah Court,Level 1 Lift Lobby D
321103,,Level 1 Lift Lobby A
320105,105 Rajah Court,Level 1 Lift Lobby B
320108,108 Rajah Court,Level 1 Lift Lobby B
321108,108 Mcnair Spring,Level 1 Lift Lobby A
320110,110 Mcnair Spring,Level 1 Lift Lobby C
320111,111 Mcnair Spring,Level 1 Next To Whampoa McNair RC
323113,113B Mcnair Towers,Level 1 Lift Lobby C
325113,113D Mcnair Towers,Level 1 Lift Lobby C
320120,120 Mcnair Spring,Level 1 Lift Lobby A
320122,122 Mcnair Spring,Level 1 Lift Lobby A
320124,124 Mcnair Spring,Level 1 Lift Lobby A
324108,108C Towner Heights,Level 1 Lift Lobby A
322103,,Level 1 Lift Lobby A
322104,,Level 1 Lift Lobby A
321105,,Level 1 Inside Kallang Neighbourhood Police Post Office
321107,,Level 1 Lift Lobby F
823101,,Level 1 Lift Lobby A
821101,,Level 1 Lift Lobby A
821102,,Level 1 Lift Lobby A
824102,,Level 1 Lift Lobby A
821103,,Level 1 Lift Lobby A
823103,,Level 1 Lift Lobby A
822104,,Level 1 Lift Lobby A
821105,,Level 1 Lift Lobby A
824105,,Level 1 Lift Lobby A
822106,,Level 1 Lift Lobby A
823106,,Level 1 Lift Lobby A
821107,,Level 1 Lift Lobby A
823107,,Level 1 Lift Lobby A
821109,,Level 1 Lift Lobby A
823109,,Level 1 Lift Lobby A
821110,,Level 1 Lift Lobby A
823110,,Level 1 Lift Lobby A
820111,,Level 1 Lift Lobby A & B
820115,,Level 1 Lift Lobby A
820118,,Level 1 Lift Lobby A
822126,,Level 1 Lift Lobby A
824126,,Level 1 Lift Lobby A
822128,,Level 1 Lift Lobby A
823128,,Level 1 Lift Lobby A
822160,,Level 1 Lift Lobby A
822161,,Level 1 Lift Lobby A
822162,,Level 1 Lift Lobby A
822163,,Level 1 Lift Lobby A
821165,,Level 1 Lift Lobby A
821166,,Level 1 Lift Lobby A & B
821167,167A The Sundial,Level 1 Lift Lobby B
823167,167C The Sundial,Level 1 Lift Lobby A
823168,168C The Nautilus @ Punggol,Level 1 Lift Lobby A & B
823169,169C The Nautilus @ Punggol,Level 1 Lift Lobby A & B
821170,170A The Nautilus @ Punggol,Level 1 Lift Lobby A & B
823170,170C The Nautilus @ Punggol,Level 1 Lift Lobby A & B
821171,,Level 1 Lift Lobby A
823171,,Level 1 Lift Lobby A
821172,,Level 1 Lift Lobby A
822172,,Level 1 Lift Lobby A
822173,,Level 1 Lift Lobby A
824173,,Level 1 Lift Lobby A
823174,,Level 1 Lift Lobby A
824174,,Level 1 Lift Lobby A
822175,,Level 1 Lift Lobby A
824175,,Level 1 Lift Lobby A
821176,,Level 1 Lift Lobby A
820181,,Level B1 Lift Lobby A
820183,,Level B1 Lift Lobby A
820185,,Level B1 Lift Lobby A
820187,,Level B2 Lift Lobby A
820191,,Level B2 Lift Lobby A
820192,,Level B2 Lift Lobby A
820193,,Level B2 Lift Lobby A
821195,195A The Periwinkle,Level 1 Lift Lobby A
823195,195C The Periwinkle,Level 1 Lift Lobby A
825195,195E The Periwinkle,Level 1 Lift Lobby A
821196,,Level 1 Lift Lobby A
823196,,Level 1 Lift Lobby A
822197,,Level 1 Lift Lobby A
822199,,Level 1 Lift Lobby A
824199,,Level 1 Lift Lobby A
822617,617B Punggol Breeze,Level 1 Lift Lobby A
824617,617D Punggol Breeze,Level 1 Lift Lobby B
822618,618B Punggol Breeze,Level 1 Lift Lobby A
824618,618D Punggol Breeze,Level 1 Lift Lobby B
821619,619A Punggol Breeze,Level 1 Lift Lobby B
821621,,Level 1 Lift Lobby A
822622,622B Punggol Spectra,Level 1 Lift Lobby A
821623,623A Punggol Spectra,Level 1 Lift Lobby A
823623,623C Punggol Spectra,Level 1 Lift Lobby A
821624,624A Punggol Spectra,Level 1 Lift Lobby A
823624,624C Punggol Spectra,Level 1 Lift Lobby A
821632,632A Edgedale Green,Level 1 Lift Lobby A
823632,632C Edgedale Green,Level 1 Lift Lobby A
821633,633A Edgedale Green,Level 1 Lift Lobby A
821635,635A Edgedale Green,Level 1 Lift Lobby A
823635,635C Edgedale Green,Level 1 Lift Lobby A
822636,636B Edgedale Green,Level 1 Lift Lobby A
821666,666A Waterway Woodcress,Level 1 Lift Lobby A
822667,667B Waterway Woodcress,Level B1 Lift Lobby A
821638,638A The Meadows,Level 1 Lift Lobby A
823638,638C The Meadows,Level 1 Lift Lobby A
821641,641A The Meadows,Level 1 Lift Lobby A
824642,642D The Meadows,Level 1 Lift Lobby A
821642,642A The Meadows,Level 1 Lift Lobby A
820643,643 Eastdale,Level 1 Lift Lobby A
820646,646 Eastdale,Level 1 Lift Lobby B
820649,649 Eastdale,Level 1 Lift Lobby B
820651,651 Eastdale,Level 1 Lift Lobby B
822663,663B Waterway Sunbeam,Level 1 Lift Lobby A
821664,664A Waterway Sunbeam,Level 1 Lift Lobby A & B
822664,664B Waterway Sunbeam,Level 1 Lift Lobby A
821665,665A Waterway Woodcress,Level B1 Lift Lobby A
823665,665C Waterway Woodcress,Level B1 Lift Lobby A
822666,666B Waterway Woodcress,Level 1 Lift Lobby B
670131,,Level 1 Lift Lobby A
670132,,Level 1 Lift Lobby A
670133,,Level 1 Lift Lobby B
670135,,Level 1 Lift Lobby B
670139,,Level 1 Lift Lobby B
670140,,Level 1 Lift Lobby B
670142,,Level 1 Lift Lobby B
670143,,Level 1 Lift Lobby A
670146,,Level 1 Lift Lobby A
670147,,Level 1 Lift Lobby B
670150,,Level 1 Lift Lobby A
670152,,Level 1 Lift Lobby A
670155,,Level 1 Lift Lobby A
670149,,Level 1 Lift Lobby A
670167,,Level 1 Lift Lobby A
670165,,Level 1 Lift Lobby A
670163,,Level 1 Lift Lobby A
670170,,Level 1 Lift Lobby A
670172,,Level 1 Lift Lobby A
670174,,Level 1 Lift Lobby A
670176,,Level 1 Lift Lobby A
670177,,Level 1 Lift Lobby B
670179,,Level 1 Lift Lobby A
670180,,Level 1 Lift Lobby A
670183,,Level 1 Lift Lobby C
670185,,Level 1 Lift Lobby C
670535,,Level 1 Lift Lobby A
670536,,Level 1 Lift Lobby A
670539,,Level 1 Lift Lobby A
670540,,Level 1 Lift Lobby A
670543,,Level 1 Lift Lobby A
670545,,Level 1 Lift Lobby A
670602,,Level 1 Lift Lobby B
670603,,Level 1 Lift Lobby A
670605,,Level 1 Lift Lobby A
670607,,Level 1 Lift Lobby A
670610,,Level 1 Lift Lobby A
670611,,Level 1 Lift Lobby C
730538,,Level 1 Lift Lobby B
730540,,Level 1 Lift Lobby B
730542,,Level 1 Lift Lobby B
730544,,Level 1 Lift Lobby B
730546,,Level 1 Lift Lobby B
730547,,Level 1 Lift Lobby C
730550,,Level 1 Lift Lobby C
730552,,Level 1 Lift Lobby A
730554,,Level 1 Lift Lobby B
730556,,Level 1 Lift Lobby A
731681,,Level 1 Lift Lobby A
734681,,Level 1 Lift Lobby A
733682,,Level 1 Lift Lobby A
731682,,Level 1 Lift Lobby A
732683,,Level 1 Lift Lobby A
734683,,Level 1 Lift Lobby A
732684,,Level 1 Lift Lobby A
734684,,Level 1 Lift Lobby A
730659,,Level 1 Lift Lobby A
730661,,Level 1 Lift Lobby A
730664,,Level 1 Lift Lobby A
730619,,Level 1 Lift Lobby A
730621,,Level 1 Lift Lobby A
739193,,Level 1 Inside Guard House
828731,River Isles,Level 1 Walkway Near Management Office
18983,Marina Bay Financial Centre (Level 2),Level 40 Inside FMC Agro Office
730623,,Level 1 Lift Lobby A
732624,,Level 1 Lift Lobby A
732625,,Level 1 Lift Lobby A
730627,,Level 1 Lift Lobby A
730629,,Level 1 Lift Lobby A
731628,,Level 1 Lift Lobby A & B
730631,,Level 1 Lift Lobby A
732574,574B Woodlands Glen,Level 1 Lift Lobby A
732572,572B Champions Court,Level 1 Lift Lobby B
731571,571A Champions Court,Level 1 Lift Lobby A
733571,571C Champions Court,Level 1 Lift Lobby B
732569,,Level 1 Lift Lobby A
730502,,Level 1 Between Letterbox
730503,,Level 1 Between Letterbox
730505,,Level 1 Between Letterbox
570184,,Level 1 Lift Lobby B
730508,,Level 1 Between Letterbox
730530,530 Woodlands Vista,Level 1 Lift Lobby A
730532,532 Woodlands Vista,Level 1 Lift Lobby B
730534,534 Woodlands Vista,Level 1 Lift Lobby A
730528,528 Woodlands Vista,Level 1 Lift Lobby B
730536,536 Woodlands Vista,Level 1 Lift Lobby B
730575,,Level 1 Lift Lobby B
730579,,Level 1 Lift Lobby B
730577,,Level 1 Lift Lobby B
730581,,Level 1 Lift Lobby A
730583,,Level 1 Lift Lobby A
730585,,Level 1 Lift Lobby A
730586,,Level 1 Lift Lobby A
730589,,Level 1 Lift Lobby A
732688,,Level 1 Lift Lobby A
734688,,Level 1 Lift Lobby A
736688,,Level 1 Lift Lobby A
733689,,Level 1 Lift Lobby A
735689,,Level 1 Lift Lobby A
736689,,Level 1 Lift Lobby A
733690,,Level 1 Lift Lobby A
735690,,Level 1 Lift Lobby A
736690,,Level 1 Lift Lobby A
732686,,Level 1 Lift Lobby B
733687,,Level 1 Lift Lobby A & B
731687,,Level 1 Lift Lobby A & B
733694,694C Admiralty Grove,Level 1 Lift Lobby A
731694,694A Admiralty Grove,Level 1 Lift Lobby A
733693,693C Admiralty Grove,Level 1 Lift Lobby A
734693,693D Admiralty Grove,Level 1 Lift Lobby A
120311,Trivelis,"Level 1 Lift Lobby B, Near Staircase 2"
120311,Trivelis,"Level 1 Lift Lobby A, Near Staircase 1"
681815,815A Keat Hong Quad,Level 1 Lift Lobby B
682816,816B Keat Hong Mirage,Level 1 Lift Lobby B
682817,817B Keat Hong Mirage,Level 1 Lift Lobby B
683817,817C Keat Hong Mirage,Level 1 Lift Lobby B
683818,818C Keat Hong Mirage,Level 1 Lift Lobby A
680602,,Level 1 Lift Lobby A
680603,,Level 1 Lift Lobby A
680606,,Level 1 Lift Lobby A
680607,,Level 1 Lift Lobby A
680608,,Level 1 Lift Lobby A
680611,,Level 1 Lift Lobby A
680612,,Level 1 Lift Lobby A
680615,,Level 1 Lift Lobby B
680669,,Level 1 Lift Lobby B
681670,,Level 1 Lift Lobby B
681671,,Level 1 Lift Lobby A
681672,,Level 1 Lift Lobby A
680673,,Level 1 Lift Lobby B
680674,,Level 1 Lift Lobby A
680675,,Level 1 Lift Lobby A
681676,,Level 1 Lift Lobby B
682688,,Level 1 Lift Lobby A
681687,,Level 1 Lift Lobby A
683687,,Level 1 Lift Lobby A
681688,,Level 1 Lift Lobby A
681689,,Level 1 Lift Lobby A
681690,,Level 1 Lift Lobby A
682690,,Level 1 Lift Lobby C
684690,,Level 1 Lift Lobby A
681691,,Level 1 Lift Lobby A
681692,,Level 1 Lift Lobby A
680618,,Level 1 Lift Lobby A
680620,,Level 1 Lift Lobby A
680625,,Level 1 Lift Lobby A
680627,,Level 1 Lift Lobby B
680631,,Level 1 Lift Lobby A
680634,,Level 1 Lift Lobby B
680636,,Level 1 Lift Lobby B
680640,,Level 1 Lift Lobby C
680642,,Level 1 Lift Lobby B
680678,,Level 1 Lift Lobby A
680682,,Level 1 Lift Lobby A
680680,,Level 1 Lift Lobby C
682683,,Level 1 Lift Lobby A
683683,,Level 1 Lift Lobby A
681684,,Level 1 Lift Lobby A
683684,,Level 1 Lift Lobby A
681685,,Level 1 Lift Lobby A
683685,,Level 1 Lift Lobby A
684686,,Level 1 Lift Lobby A
682686,,Level 1 Lift Lobby A
680657,,Level 1 Lift Lobby A
680659,,Level 1 Lift Lobby A
680661,,Level 1 Lift Lobby A
680662,,Level 1 Lift Lobby A
680664,,Level 1 Lift Lobby A
680666,,Level 1 Lift Lobby A
680668,,Level 1 Lift Lobby A
570101,101 Bishan View,Level 1 Lift Lobby B
570104,104 Bishan View,Level 1 Lift Lobby A
570107,107 Bishan View,Level 1 Lift Lobby A
570108,108 Bishan View,Level 1 Lift Lobby A
570110,110 Bishan View,Level 1 Lift Lobby A
570112,112 Bishan View,Level 1 Lift Lobby B
570113,113 Bishan View,Level 1 Lift Lobby A
570115,115 Bishan View,Level 1 Lift Lobby A
570116,116 Bishan View,Level 1 Lift Lobby A
570501,,Level 1 Lift Lobby A
570503,,Level 1 Lift Lobby A
570506,,Level 1 Lift Lobby A
570120,,Level 1 Lift Lobby A
570122,,Level 1 Lift Lobby B
570123,,Level 1 Lift Lobby A
570125,,Level 1 Lift Lobby A
570127,,Level 1 Lift Lobby A
570129,,Level 1 Lift Lobby A
570130,,Level 1 Lift Lobby B
570131,,Level 1 Lift Lobby A
570134,,Level 1 Lift Lobby B
570197,197 Bishan Spring,Level 1 Lift Lobby B
570186,,Level 1 Lift Lobby A
570187,,Level 1 Lift Lobby B
570188,,Level 1 Lift Lobby B
570192,192 Bishan Spring,Level 1 Lift Lobby B
570196,196 Bishan Spring,Level 1 Lift Lobby A
570170,,Level 1 Lift Lobby A
570171,,Level 1 Lift Lobby C
570173,,Level 1 Lift Lobby B
570176,,Level 1 Lift Lobby C
570178,,Level 1 Lift Lobby C
570181,,Level 1 Lift Lobby C
570135,135 Bishan Green,Level 1 Lift Lobby A
570136,136 Bishan Green,Level 1 Lift Lobby A
570138,138 Bishan Green,Level 1 Lift Lobby A
570141,141 Bishan Green,Level 1 Lift Lobby A
